Make,Model,Model w/ Mark w/ Edition,Production From,Production To,Legacy Note,GUID,Facelift Of GUID
Mitsubishi,Galant,Galant VIII,99,03,,1c2f2746-d1b8-4e66-8c0f-fbc9368d2cb7,
Mitsubishi,Outlander,Outlander I,03,06,,91e0ed55-1701-4742-bc8f-2379926011c4,
Mitsubishi,Outlander,Outlander II,05,12,,e8846779-1893-4b71-a476-3d4828ba6ba9,
Mitsubishi,Outlander,Outlander III,12,,,f6892830-c34c-42b4-8053-d1d3c25a72f7,
Mitsubishi,ASX,ASX,10,10,,93f6b3f5-c597-4211-8ce9-144c29a0eb67,
Mitsubishi,ASX,ASX,12,,Facelift,af845bc6-29b1-4b00-ba60-0364629414e0,
Mitsubishi,Colt Coupé,Colt VI,95,04,,ac2f8482-8055-4a2e-b662-cec7984c338e,
Mitsubishi,Colt Coupé,Colt VII Coupé,04,08,,a5b336dc-b2b5-46d6-9e1c-c44d29ae92ff,
Mitsubishi,Colt Hatchback,Colt VII Hatchback,04,08,,015336b6-1f35-4be3-b423-ffa8ea897fa6,
Mitsubishi,Grandis,Grandis,03,10,,a1af81cd-a87f-41b0-9fd6-f8ae747a5441,
Mitsubishi,Pajero,Pajero III 5D,01,06,,201d2ee4-7951-4c66-bd61-0c07575aabf0,
Mitsubishi,Pajero,Pajero III 3D,01,06,,e636b414-b70b-4f00-9128-a19be67ac346,
Mitsubishi,Pajero,Pajero IV 5D,06,,,89120a2c-f8f6-4fc5-97b2-c9bd6863f1d0,
Mitsubishi,Pajero,Pajero IV 3D,06,,,91602a5e-0121-4870-8ef1-b7963d1b08bf,
Opel,Agila,Agila I,00,03,,3bec8dfb-ac5f-4320-8c80-b08ebe74d1f9,
Opel,Agila,Agila I,03,07,Facelift,13f51c53-af40-4665-aa08-994fa0d8fb62,3bec8dfb-ac5f-4320-8c80-b08ebe74d1f9
Opel,Agila,Agila II,07,14,,ac0db697-104b-405b-8b9b-b892406ad4c9,
Opel,Antara,Antara,06,10,,77dc5bb6-4710-4770-9d1a-22f0fd6ffdda,
Opel,Antara,Antara,10,15,Facelift,f9619081-ae96-4d32-8c53-083632d08b8a,77dc5bb6-4710-4770-9d1a-22f0fd6ffdda
Opel,Adam,Adam I,12,19,,cb2729cc-302f-4a39-811d-7c0417e1da2a,
Opel,Adam,Adam I,14,19,Rocks S,029f931d-d84e-4558-8e5f-94217126a2af,
Opel,Adam,Adam I,14,19,S,3f207e4b-8bc0-432f-9d9b-7444a563a85e,
Opel,Astra,Astra F 3D,91,98,,369b9e62-7ff7-420b-acfe-3afcf3e486d2,
Opel,Astra,Astra F 5D,91,98,,f3371ad9-5c2f-4289-950b-abc9559deb26,
Opel,Astra,Astra F Caravan,91,98,,4cdb0611-8be1-49cf-9001-5625635899bf,
Opel,Astra,Astra F Sedan,91,98,,17f00017-c040-451f-baa6-c6280b7b3222,
Opel,Astra,Astra F Cabriolet,92,98,,10a427ae-9bf5-4e0b-b4e0-d3cb4e5d50b1,
Opel,Astra,Astra G 3D,98,04,,ee7244fe-a5b9-46fa-bbe3-8cb8db452ab5,
Opel,Astra,Astra G 5D,98,04,,da2f1ebf-9476-4434-9401-1ec3bbb1e4a1,
Opel,Astra,Astra G Caravan,98,04,,9cfd8a2d-23c6-4d60-bfd3-c02821a6dff0,
Opel,Astra,Astra G Sedan,98,04,,056bd291-6046-4b8f-9591-c63dacf87e4b,
Opel,Astra,Astra G Coupé,00,04,,bbe7b6f4-3f92-4a65-80b2-de99b99ea2ad,
Opel,Astra,Astra G Cabrio,00,04,,d9f2b4d7-56d5-4041-8952-c42ec1c5d215,
Opel,Astra,Astra H 5D,04,07,,14a787ac-db87-4d23-812f-4553625bbb54,
Opel,Astra,Astra H Caravan,04,07,,cc8145c1-fd1e-498a-8f2a-c9f0b5b3190e,
Opel,Astra,Astra H 3D,05,07,,735c34df-3ffb-4344-bc47-3d7835720c83,
Opel,Astra,Astra H Cabrio,06,07,,ad22a944-d9ba-4ba9-ab1c-8440d33a641d,
Opel,Astra,Astra H Sedan,06,07,,7787e151-f216-4034-a1a2-d7f341a6e477,
Opel,Astra,Astra H 5D,07,09,Facelift,196a9f28-da0d-4712-a1f5-1326609aa152,14a787ac-db87-4d23-812f-4553625bbb54
Opel,Astra,Astra H Caravan,07,10,Facelift,df6a07bf-3765-4fc8-b073-d68b1892ae39,cc8145c1-fd1e-498a-8f2a-c9f0b5b3190e
Opel,Astra,Astra H 3D,07,10,Facelift,39dce44b-bc76-4729-aaad-f26ea2f9ac8b,735c34df-3ffb-4344-bc47-3d7835720c83
Opel,Astra,Astra H Cabrio,07,10,Facelift,af46a50f-8eef-436b-b983-cf0fc564d85c,ad22a944-d9ba-4ba9-ab1c-8440d33a641d
Opel,Astra,Astra H Sedan,07,10,Facelift,56946cca-a821-4c60-8d47-5071fba2de9a,7787e151-f216-4034-a1a2-d7f341a6e477
Opel,Astra,Astra J 5D,09,12,,567d9978-ea48-4a1b-ac17-5f9a2f50ce5e,
Opel,Astra,Astra J Sports Tourer,10,12,,0eae6081-7573-4efd-977a-8118f9bea124,
Opel,Astra,Astra J 5D,12,15,Facelift,72a8af76-44d1-449b-a2f5-7894d0dd337b,567d9978-ea48-4a1b-ac17-5f9a2f50ce5e
Opel,Astra,Astra J Sports Tourer,12,15,Facelift,cf35e314-fb44-421c-9c66-c4bd0472aa1a,0eae6081-7573-4efd-977a-8118f9bea124
Opel,Astra,Astra J 3D GTC,12,18,,17557046-bc2a-4a3c-8e7e-0e4ae98f6209,
Opel,Astra,Astra J 3D OPC,12,18,,26335eac-d032-4ea4-b275-83c565158cba,
Opel,Astra,Astra J Sedan,12,18,,37e16069-a21e-4015-a885-7e334a15bf16,
Opel,Astra,Astra K 5D,15,19,,2793a3bd-6c66-4fbe-beda-776d80e45915,
Opel,Astra,Astra K Sports Tourer,15,19,,0ec4c2a3-4347-4a0b-91fa-c0eef28c97c4,
Opel,Astra,Astra K 5D,19,21,Facelift,72bf274f-fb39-4873-882d-012d72277fc8,2793a3bd-6c66-4fbe-beda-776d80e45915
Opel,Astra,Astra K Sports Tourer,19,,Facelift,c84df362-9658-4f0c-84cb-076723005941,0ec4c2a3-4347-4a0b-91fa-c0eef28c97c4
Opel,Astra,Astra L 5D,21,,,5a4740b0-b6fd-4db0-8f61-f454e78fb28a,
Opel,Combo,Combo E Van,18,,,8344585b-1c8a-4f03-b84a-d9253197fe85,
Opel,Combo,Combo E Cargo XL,18,,,9937ab50-d890-480b-8414-2d92b59ad098,
Opel,Combo,Combo E Life,18,,,38032829-8631-47c8-981a-b76f97d82e99,
Opel,Combo,Combo E Life XL,18,,,fcb573e3-ba01-429e-baa6-a4b5369b66f4,
Opel,Corsa,Corsa B 3D,93,97,,5a7358c2-2c3b-458e-a45d-74ce4b3ab6e2,
Opel,Corsa,Corsa B 5D,93,97,,06450454-5c0f-42e8-bd09-bed503083147,
Opel,Corsa,Corsa B 3D,97,00,Facelift,a142eda4-e054-4adf-a466-1ee49198d0a1,5a7358c2-2c3b-458e-a45d-74ce4b3ab6e2
Opel,Corsa,Corsa B 5D,97,00,Facelift,153d951d-b898-4114-aacf-b847aaaf439a,06450454-5c0f-42e8-bd09-bed503083147
Opel,Corsa,Corsa C 3D,00,03,,9747d77d-28b1-4c23-8da1-a1b54f57f146,
Opel,Corsa,Corsa C 5D,00,03,,89d196c5-8481-4a01-a9b3-36e94d9aa20c,
Opel,Corsa,Corsa C 3D,03,06,Facelift,2bfb3373-5310-4e57-bae5-cc699b449960,9747d77d-28b1-4c23-8da1-a1b54f57f146
Opel,Corsa,Corsa C 5D,03,06,Facelift,4a375d9b-b734-4889-9297-8eb500054c10,89d196c5-8481-4a01-a9b3-36e94d9aa20c
Opel,Corsa,Corsa D 3D,06,10,,4f0b1127-f6e0-4ed3-90da-7027740fe5ef,
Opel,Corsa,Corsa D 5D,06,10,,84d25929-308f-44c0-95fe-4f0c4c2d9595,
Opel,Corsa,Corsa D 3D,10,14,Facelift,93e5219b-347e-464c-bbbb-5a03aebdc426,4f0b1127-f6e0-4ed3-90da-7027740fe5ef
Opel,Corsa,Corsa D 5D,10,14,Facelift,d38df034-140d-44ab-8216-ebc3c200525c,84d25929-308f-44c0-95fe-4f0c4c2d9595
Opel,Corsa,Corsa D 3D,11,14,OPC Nurburgring Edition,1889ef32-0472-4249-a005-a08f5f569804,
Opel,Corsa,Corsa E 3D,14,19,,66c2f6a2-713d-43ca-8ea8-34abf3b23fee,
Opel,Corsa,Corsa E 5D,14,19,,f8e7829d-fefd-44bf-94b9-07b5c4950be7,
Opel,Corsa,Corsa E 3D,15,18,OPC,8ed4e740-8899-4695-bafc-b2a0659f58f7,
Opel,Corsa,Corsa F,19,,,49a2a72a-f07b-402f-9024-0b887e5684a3,
Opel,Corsa,Corsa F,19,,Corsa-e,fc0bf8cb-0aba-4da7-aeff-b21b756862cb,
Opel,Crossland,Crossland X,17,20,,51fd62b0-72af-4911-a762-aa880b110a61,
Opel,Crossland,Crossland,20,,Facelift,df19518a-b94e-465a-a27d-d79779e522f4,51fd62b0-72af-4911-a762-aa880b110a61
Opel,Grandland,Grandland X,17,21,,0758c2e5-a88e-4a5d-a1d4-a58611c0cf29,
Opel,Grandland,Grandland,21,,Facelift,dfc4b2a3-c5c1-443c-bb05-109d4e225d9e,0758c2e5-a88e-4a5d-a1d4-a58611c0cf29
Opel,Insignia,Insignia A Sedan,08,13,,ebcc27c1-16e5-48d9-82b6-9123c407808c,
Opel,Insignia,Insignia A,08,13,,2e37eba6-1ee0-482a-adbd-33b0466cce4b,
Opel,Insignia,Insignia A Sports Tourer,09,13,,edf5997b-67f6-4521-81a3-8ff9b0fbdb07,
Opel,Insignia,Insignia A Sedan,13,17,Facelift,58018417-88e6-409a-ba97-18aa4414aaf5,ebcc27c1-16e5-48d9-82b6-9123c407808c
Opel,Insignia,Insignia A,13,17,Facelift,c49acb57-ca64-4672-ba4b-40b9603254f5,2e37eba6-1ee0-482a-adbd-33b0466cce4b
Opel,Insignia,Insignia A Sports Tourer,13,17,Facelift,80ddc182-949d-45c3-bbf7-91b35d79f3fc,edf5997b-67f6-4521-81a3-8ff9b0fbdb07
Opel,Insignia,Insignia B Grand Sport,17,20,,32d29a70-17d7-4924-ba67-2dc2816f5ec6,
Opel,Insignia,Insignia B Sports Tourer,17,20,,6b8d178f-eb8a-4611-a420-c055f3de0e9c,
Opel,Insignia,Insignia B Grand Sport,20,,Facelift,cc71a901-ac05-4117-8fa0-aa33f37fdcf1,32d29a70-17d7-4924-ba67-2dc2816f5ec6
Opel,Insignia,Insignia B Sports Tourer,20,,Facelift,e8a917f1-7ffa-44b8-afd7-bceba255a0f7,6b8d178f-eb8a-4611-a420-c055f3de0e9c
Opel,Meriva,Meriva A,02,10,,094d7dd1-fb4d-47ab-829e-a54e147f522c,
Opel,Meriva,Meriva B,10,14,,10ce7106-3555-4a83-af48-fab94aaa2eb5,
Opel,Meriva,Meriva B,14,,Facelift,2d838bae-b607-4258-b382-d3193e162479,10ce7106-3555-4a83-af48-fab94aaa2eb5
Opel,Omega Sedan,Omega B Sedan,94,99,,3a71356b-5b5d-407e-b265-1ed90157f8d9,
Opel,Omega Combi,Omega B Combi,94,99,,364a500b-7a30-44e9-b0d2-23069a35628e,
Opel,Calibra,Calibra,89,97,,d622de34-c1ad-458c-962b-432c810702e2,
Opel,Tigra,Tigra A,94,00,,60771da0-7b20-494e-bfd7-ae7b6ddd9614,
Opel,Tigra,Tigra B TwinTop,04,09,,748527bd-7ba8-4d0d-a42d-606da8231582,
Opel,Vectra Sedan,Vectra B Sedan,95,02,,3e8c8302-a140-47b9-9b21-f2a6fbdca124,
Opel,Vectra,Vectra B Hatchback,95,02,,7a3f3cd1-5161-471e-a0db-4588f635d666,
Opel,Vectra Caravan,Vectra B Caravan,95,02,,3546227b-1433-42bb-9caa-f616def8de5f,
Opel,Vectra Sedan,Vectra C Sedan,02,08,,ea98b067-dbda-4343-9d40-f10977b4e023,
Opel,Vectra,Vectra C Hatchback,02,08,,28a878d6-628e-48de-9730-3a959ef3479f,
Opel,Vectra Caravan,Vectra C Caravan,02,08,,2565f225-289b-4f44-b69d-9bb4af1e1335,
Opel,Zafira,Zafira A,99,05,,f5a52fd8-8c00-4987-9b94-9c042d6024f4,
Opel,Zafira,Zafira B,05,11,,b378736b-67af-4ab9-bf68-cf60c6506720,
Opel,Zafira,Zafira C Tourer,11,16,,4d01406c-2429-4e2a-8b24-68ef79420d5a,
Opel,Zafira,Zafira C,16,19,Facelift,63a19135-f284-4950-abde-68f5d1cb7ad7,4d01406c-2429-4e2a-8b24-68ef79420d5a
Opel,Zafira Life,Zafira Life M,19,,,532d5a8d-0380-4546-ac79-f756a63ba3fc,
Opel,Zafira Life,Zafira Life L,19,,,2cd96e7c-aafc-46c4-864a-864779c9c15e,
Opel,Signum,Signum,03,05,,b5bf3132-6a04-409e-89ee-e9a0af96a5dd,
Opel,Signum,Signum,06,08,Facelift,04afe72e-3d36-4966-8931-0fc030e5e928,
Opel,Mokka,Mokka I,12,16,,4ce6ca91-13f7-4e27-af6e-cd25cda43634,
Opel,Mokka,Mokka I,16,19,Facelift,920e769a-0a0a-490d-9970-ffe4c92e2a62,4ce6ca91-13f7-4e27-af6e-cd25cda43634
Opel,Mokka,Mokka II,20,,,5386e543-24cc-401f-bab6-77fc2421d581,
Peugeot,107,107 3D,05,09,,17475151-ca1e-40f1-bdb0-8cbab483c44a,
Peugeot,107,107,05,09,,ea87f9fc-de56-422b-94a2-bd2df98caa72,
Peugeot,107,107 3D,09,14,Facelift,45843d26-6cd7-4fb9-840a-f28db151cf9f,
Peugeot,107,107,09,14,Facelift,b6bbcc6c-8dda-408f-b323-88c63c1ab927,
Peugeot,108,108 3D,14,21,,bda65596-a80e-4469-851d-4b1336390900,
Peugeot,108,108,14,21,,1dab97de-8ce9-4678-b9d2-330c044e19ed,
Peugeot,1007,1007,04,09,,99b12f51-d432-4678-9865-85ec10531d86,
Peugeot,206,206 Sedan,98,06,,6cf34122-da1b-4014-8251-bf8676019c64,
Peugeot,206,206,98,06,,724b1fa9-f0cd-49f8-8762-2737b78babd7,
Peugeot,206,206 3D,98,06,,19d9cf15-f9a7-4a45-9080-a835cc6f44d8,
Peugeot,206,206 CC,98,06,,f1157f12-9fce-499b-9710-e29d33ca710f,
Peugeot,206,206 SW,98,06,,f20d1792-5acf-46ea-9559-c422cbe9893e,
Peugeot,207,207,06,09,,0e1e8391-1630-4f49-80c9-4fe340c217cf,
Peugeot,207,207 3D,06,09,,234f2b40-24fc-427c-bfad-b5e8833fee91,
Peugeot,207,207 SW,07,09,,7bc45a2a-e3af-457e-877b-8fdedbbef625,
Peugeot,207,207 Sedan,07,09,,774bbc00-25ea-4e8d-a8a8-f6523cb4b717,
Peugeot,207,207 CC,07,09,,e6d945ab-81f7-4c86-b3bf-569f8d3dcebe,
Peugeot,207,207,09,14,Facelift,0e1e8391-1630-4f49-80c9-4fe340c217cf,0e1e8391-1630-4f49-80c9-4fe340c217cf
Peugeot,207,207 3D,09,14,Facelift,234f2b40-24fc-427c-bfad-b5e8833fee91,234f2b40-24fc-427c-bfad-b5e8833fee91
Peugeot,207,207 SW,09,14,Facelift,7bc45a2a-e3af-457e-877b-8fdedbbef625,7bc45a2a-e3af-457e-877b-8fdedbbef625
Peugeot,207,207 Sedan,09,14,Facelift,774bbc00-25ea-4e8d-a8a8-f6523cb4b717,774bbc00-25ea-4e8d-a8a8-f6523cb4b717
Peugeot,207,207 CC,09,14,Facelift,e6d945ab-81f7-4c86-b3bf-569f8d3dcebe,e6d945ab-81f7-4c86-b3bf-569f8d3dcebe
Peugeot,208,208 I,12,15,,a40973f3-67e2-4526-93d8-91586eb610b5,
Peugeot,208,208 I 3D,12,15,,801e4436-679d-4b4a-b933-ca020d420810,
Peugeot,208,208 I,15,19,Facelift,731a782f-1193-4032-be43-88e285b69e64,a40973f3-67e2-4526-93d8-91586eb610b5
Peugeot,208,208 I 3D,15,19,Facelift,fe29f294-bb0f-45a8-b09a-e5b9505be7c9,801e4436-679d-4b4a-b933-ca020d420810
Peugeot,208,208 II,19,,,8515c669-d548-40e3-a6d3-913d472c52d8,
Peugeot,2008,2008 I,13,16,,83196b82-eed4-4b62-b29c-5672d1cb3393,
Peugeot,2008,2008 I,16,19,Facelift,d78b6ced-5eaf-439b-b646-408be21a19b1,83196b82-eed4-4b62-b29c-5672d1cb3393
Peugeot,2008,2008 II,19,,,3464c0b8-e82d-4dfd-8ecf-a35a2c2ca73a,
Peugeot,307,307,01,05,,ce37d593-863e-4e6f-b546-a6b9c11f4acb,
Peugeot,307,307 SW,01,05,,95e60a78-fb5a-4560-95ea-bef9563d2d05,
Peugeot,307,307,05,08,Facelift,a265f0d5-6e3c-4871-b1e8-29d0e7a29c75,ce37d593-863e-4e6f-b546-a6b9c11f4acb
Peugeot,307,307 SW,05,08,Facelift,8f5d31f8-59f1-4d3f-8b78-be6709f67055,95e60a78-fb5a-4560-95ea-bef9563d2d05
Peugeot,307,307 CC,03,08,,d3b0b421-bdb2-47a4-b555-b44815d2f9fd,
Peugeot,308,308,08,11,,29451b3e-ca6d-4b6e-a802-347a322c8ff4,
Peugeot,308,308 2D,08,11,,c6ee45e2-5570-452a-b671-28b422e8f8f3,
Peugeot,308,308 CC,08,11,,e11642e2-05f1-4bd8-b269-2e6119afcee9,
Peugeot,308,308 SW,08,11,,62d3c1d7-1e06-443f-9cad-08dadb2d57f8,
Peugeot,308,308,11,13,Facelift,9333dbd2-9b5d-4024-a59b-b9e3cbe66c7d,29451b3e-ca6d-4b6e-a802-347a322c8ff4
Peugeot,308,308 2D,11,13,Facelift,8b8ccb2c-3f56-4887-9971-d9dfce83b8ea,c6ee45e2-5570-452a-b671-28b422e8f8f3
Peugeot,308,308 CC,11,13,Facelift,a5099fb3-895d-48bd-8024-087de775ff28,e11642e2-05f1-4bd8-b269-2e6119afcee9
Peugeot,308,308 SW,11,13,Facelift,7ffc1ab2-19fa-447b-83ff-3f9019da7f67,62d3c1d7-1e06-443f-9cad-08dadb2d57f8
Peugeot,308,308 II,13,17,,1ebc86f0-8bd8-4833-9192-5475db47da22,
Peugeot,308,308 II SW,13,17,,8a44d6cc-71d7-4c5a-8d4c-22dd7be06b79,
Peugeot,308,308 II Sedan,16,,,95e73dc5-4406-4fa8-921c-4f370d5ee34a,
Peugeot,308,308 II,17,21,Facelift,5f2fee74-a8ce-462d-a9b0-c6fc936c211b,1ebc86f0-8bd8-4833-9192-5475db47da22
Peugeot,308,308 II SW,17,21,Facelift,85be4fd8-5db4-404d-b62f-3f376b9cd542,8a44d6cc-71d7-4c5a-8d4c-22dd7be06b79
Peugeot,308,308 III,21,,,3fdc6456-eff0-49b1-a325-d277877b2edc,
Peugeot,308,308 III SW,21,,,76faa983-0670-4b64-b368-0ccd93d5134d,
Peugeot,3008,3008 I,09,13,,c01f7f27-bd1e-4990-897e-1858d6b33ce0,
Peugeot,3008,3008 I,11,13,HYbrid4,fa0b9501-1d84-4d17-b115-b9ad5719b985,
Peugeot,3008,3008 I,13,16,Facelift,01f1de57-9860-4e24-a7fa-2d9a0f5ea668,c01f7f27-bd1e-4990-897e-1858d6b33ce0
Peugeot,3008,3008 II,16,20,,45654bad-8cee-4edc-9723-994025b8ea95,
Peugeot,3008,3008 II,20,,Facelift,b0a12a87-6cd8-465d-ab6e-920175b72a9d,45654bad-8cee-4edc-9723-994025b8ea95
Peugeot,406,406 Sedan,95,04,,1e3eb38b-853d-426b-add9-0e2e7521185e,
Peugeot,406,406 2D,95,04,,3c9dfd5a-d3cc-4cfb-b814-4c729cb1b9d8,
Peugeot,406,406 SW,95,04,,76d016a3-2662-4767-8720-ce9b243ad820,
Peugeot,407,407 Sedan,05,08,,8bdc6ed4-497f-492d-b655-3f341548c4b6,
Peugeot,407,407 2D,05,,,274b34df-1532-4bfa-a414-802e4eb7aafd,
Peugeot,407,407 SW,04,08,,546b564e-d24b-4ec2-8562-f42084e0119a,
Peugeot,407,407 Sedan,08,10,Facelift,4f358fe8-c2f1-4b24-a1c2-2636e2789d1d,8bdc6ed4-497f-492d-b655-3f341548c4b6
Peugeot,407,407 SW,08,10,Facelift,c7ee4cff-dcd0-4466-88b5-3d7c49fb8594,546b564e-d24b-4ec2-8562-f42084e0119a
Peugeot,408,408 I,10,14,,51d6fcfe-b946-4ab6-87e6-fae6f107e098,
Peugeot,408,408 II,14,18,,46d4a0e7-2205-4988-b1d3-4ae88d7a0e90,
Peugeot,408,408 II,18,,Facelift,f8608fc5-83b0-4d1a-b873-1a94fb3d581f,46d4a0e7-2205-4988-b1d3-4ae88d7a0e90
Peugeot,4007,4007,07,12,,e3538ebf-e275-45b3-919a-40d7950eab31,
Peugeot,4008,4008,12,17,,a85fe357-35ea-4258-94ff-5ac3e8c6d947,
Peugeot,508,508,10,14,,f20c18d2-7dbe-4c50-aa43-6738eb33fa39,
Peugeot,508,508,12,,RXH,12fe9c63-9501-4f39-ba46-ea77ff9133c7,
Peugeot,508,508 SW,10,14,,2b27ac8a-e874-4305-8681-a61835700bf4,
Peugeot,508,508,14,18,Facelift,833c9fbd-4eff-4192-8aee-b1954ecf0a9f,f20c18d2-7dbe-4c50-aa43-6738eb33fa39
Peugeot,508,508 SW,14,18,Facelift,d54fc33b-0f12-4745-b622-db2f2333c6ff,2b27ac8a-e874-4305-8681-a61835700bf4
Peugeot,508,508 II,18,,,7fb10e5b-5cdc-4b6d-99c6-0550b9d73bc4,
Peugeot,508,508 II SW,18,,,ff86b76f-3f3e-42f9-be9b-d7e4a4216f58,
Peugeot,5008,5008 I,09,13,,7bbca7de-426b-454f-9d70-a7b2830c7285,
Peugeot,5008,5008 I,13,16,Facelift,5dcb070d-165d-4492-8885-4fea6c9f3a22,7bbca7de-426b-454f-9d70-a7b2830c7285
Peugeot,5008,5008 II,16,20,,801a2ce0-0be1-4ab8-9f32-18ae5f4939e7,
Peugeot,5008,5008 II,20,,Facelift,5bb67999-5b5f-4e32-8ae8-edcc2e59e11f,801a2ce0-0be1-4ab8-9f32-18ae5f4939e7
Peugeot,607,607,99,04,,d0de54b6-e4c3-430c-8b98-69620e863883,
Peugeot,607,607,04,10,Facelift,3948f8b7-0112-41be-b12d-141f33c331ad,
Peugeot,807,807,02,07,,ae70959b-e62f-46ef-a9a4-105efee8e074,
Peugeot,807,807,07,,Facelift,6ac8bc89-2c96-4c56-b002-e092066dabcb,
Peugeot,Bipper,Bipper,07,,,ab8bec80-0ca7-43fa-9c88-d40072518c7c,
Peugeot,Boxer,Boxer II,94,06,,9384ac17-5b75-4ec7-8025-64324f9a0b4f,
Peugeot,Boxer,Boxer III L2H2,14,,Facelift,b21e1528-bbe8-47f4-8a81-0ef16fe770ac,
Peugeot,Boxer,Boxer III L3H2,14,,Facelift,2445084f-3a16-46f0-ae45-9ec790b6553d,
Peugeot,Partner,Partner I,97,08,,21933e52-a978-44b1-985f-15bf93dbadb1,
Peugeot,Partner,Partner I Tepee,97,08,,ba68074d-d212-4a6c-91b0-0d2fc4c05e73,
Peugeot,Partner,Partner II,08,12,,b98226cb-675f-4ff2-9771-0fa0cc45cae4,
Peugeot,Partner,Partner II Tepee,08,12,,262dbbe3-ce57-41b4-bd9b-3761abb94d63,
Peugeot,Partner,Partner II,12,15,Facelift,18d16185-9867-46dd-ba55-2f56d79634db,
Peugeot,Partner,Partner II Tepee,12,15,Facelift,27eb8246-6c7f-4224-97e1-4d1bd7f2f77b,
Peugeot,Partner,Partner II,15,,Facelift II,df78488d-f966-4a54-b38e-c903fac29a6a,
Peugeot,Partner,Partner II Tepee,15,,Facelift II,0c25bbad-ec3e-430a-82aa-0c615b8dd084,
Peugeot,Expert,Expert II,07,16,,b2beef09-7103-4cdf-b020-da1c5b64aff0,
Peugeot,Expert,Expert III,16,,,cbc36509-2117-4fba-a1e7-1fda946e588d,
Peugeot,RCZ,RCZ,09,15,,f608f196-925e-41f6-9d75-82e212900933,
Peugeot,Rifter,Rifter III,18,,,d799e3e3-d988-4fae-aa67-2cb643e422c3,
Peugeot,Rifter,Rifter III Long,18,,,2f6f7120-ac8b-4fce-ac3a-8d9dfc9a1029,
Peugeot,ion,ion,12,,,778265e7-2ab2-4932-aa4b-e16f1de16dc7,
Peugeot,Traveller,Traveller I,16,,,faec6be3-7a70-415c-b429-211304492046,
Volvo,S40,S40 I,95,99,,9bdb0350-03dc-44d0-b2f9-3872c224e352,
Volvo,S40,S40 I,99,01,Facelift,8a9676e7-fc4e-4eb3-ac00-7e6b01915ce3,9bdb0350-03dc-44d0-b2f9-3872c224e352
Volvo,S40,S40 I,01,03,Facelift,f60c295c-4bf0-4fc6-84fb-82843ea180a1,8a9676e7-fc4e-4eb3-ac00-7e6b01915ce3
Volvo,S40,S40 I Limited Sport Edition,02,03,Facelift;Limited Sport Edition,4adc4fc6-5daf-4db2-80ac-ed6fd5b7b2d4,8a9676e7-fc4e-4eb3-ac00-7e6b01915ce3
Volvo,S40,S40 II,04,07,,3046d171-9c2b-40ce-8569-ab08737cc172,
Volvo,S40,S40 II,07,09,Facelift,8f9c5a31-272b-4c0c-8b78-e62d66998a32,3046d171-9c2b-40ce-8569-ab08737cc172
Volvo,S40,S40 II,09,11,Facelift,eb407e78-6e65-4387-a7fc-72e0738b8285,8f9c5a31-272b-4c0c-8b78-e62d66998a32
Volvo,S60,S60 I,00,03,,f85b6fe0-fb6b-4028-be04-67c18a1bf420,
Volvo,S60,S60 I,03,06,Facelift,26940da7-1d62-452a-bbb4-6979061583e6,f85b6fe0-fb6b-4028-be04-67c18a1bf420
Volvo,S60,S60 I,06,09,Facelift,66bf195f-1268-4feb-ba88-f416e6032d3d,26940da7-1d62-452a-bbb4-6979061583e6
Volvo,S60,S60 II,09,12,,49c7fe56-9185-462f-916b-527e06a0e91e,
Volvo,S60,S60 II,12,,Facelift,e56edc0a-815d-46ba-b8d0-e7111086995d,49c7fe56-9185-462f-916b-527e06a0e91e
Volvo,S60,S60 II Polestar,13,16,Facelift,8f8c6b43-8984-44e1-a344-5d7779df4e4b,
Volvo,S60,S60 II Cross Country,14,,Facelift,e48b37c1-fe9b-4b4c-80dd-3704c5229124,
Volvo,S60,S60 II Polestar Parts,15,,Facelift,88af3031-ef54-4175-adbd-a245d0e33a22,
Volvo,S70,S70,96,00,,70f45af8-bf5c-48a0-8ecf-d0ffb9e72609,
Volvo,S80,S80 I,98,03,,e4f41cb2-ff2a-4f32-83b9-eccba14a02d6,
Volvo,S80,S80 I,03,06,Facelift,15ba581e-7cf5-4b71-a1b1-7cffedff309b,e4f41cb2-ff2a-4f32-83b9-eccba14a02d6
Volvo,S80,S80 II,06,09,,fc02fa6a-4365-456d-936a-456e657040bc,
Volvo,S80,S80 II,09,13,Facelift,e394593d-0909-4877-bffa-9959eccfaf33,fc02fa6a-4365-456d-936a-456e657040bc
Volvo,S80,S80 II,13,15,Facelift,b01a81a0-a353-4b6d-9f7e-857f62c6186a,e394593d-0909-4877-bffa-9959eccfaf33
Volvo,S90,S90 I,16,,,a9d88be1-3f33-44f6-a52b-f73452f7f33d,
Volvo,C30,C30 I,06,10,,0dbf272c-5aab-4d31-ae0b-f721ecdf26d4,
Volvo,C30,C30 I,10,13,Facelift,4ccf16a6-92ea-44b6-b0e7-d70eaea57fc2,0dbf272c-5aab-4d31-ae0b-f721ecdf26d4
Volvo,C70,C70 I,95,02,,fe30705b-f5fe-465f-b259-dfdff711d446,
Volvo,C70,C70 I Cabrio,97,02,,7f0b9cd9-798e-413c-b09b-fbad87b8ee57,
Volvo,C70,C70 I Cabrio,02,05,Facelift,659b2fdf-8dc8-4458-850a-abd8c10704c2,7f0b9cd9-798e-413c-b09b-fbad87b8ee57
